Id,Model,Price,Age_08_04,KM,HP,cc,Doors,Cylinders,Gears,Weight
900,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA AUT3 4/5-Doors,8250,67,60000,86,1300,4,4,5,1030
901,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,66,60000,86,1300,3,4,5,1015
902,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,65,60000,86,1300,3,4,5,1015
903,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,9500,62,59295,86,1300,5,4,5,1035
904,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7500,65,59264,86,1300,3,4,5,1015
905,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,63,59000,110,1600,3,4,5,1050
906,TOYOTA Corolla LIFTBACK 1.3i Linea Luna Liftback 4/5-Doors,9950,63,59000,86,1300,5,4,5,1035
907,TOYOTA Corolla 1.6 VVTi Linea Luna Lift 4/5-Doors,9750,65,59000,110,1600,5,4,5,1075
908,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9450,61,59000,110,1600,5,4,5,1070
909,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,65,59000,110,1600,3,4,5,1050
910,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,9750,68,58860,110,1600,3,4,5,1055
911,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,65,58829,110,1600,3,4,5,1050
912,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8250,66,58654,110,1600,5,4,5,1070
913,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7750,65,58300,86,1300,3,4,5,1015
914,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,60,58269,110,1600,3,4,5,1050
915,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,64,58136,110,1600,5,4,5,1075
916,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA AUT4 2/3-Doors,9450,66,58113,107,1600,3,4,5,1085
917,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,12950,67,58058,110,1600,3,4,6,1065
918,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,9950,58,58000,110,1600,3,4,5,1050
919,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,10495,62,58000,110,1600,3,4,6,1065
920,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7950,68,57565,86,1300,5,4,5,1035
921,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA AUT4 Stationwagen,10500,63,57413,107,1600,5,4,5,1115
922,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,65,57374,110,1600,5,4,5,1075
923,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9900,62,57179,110,1600,5,4,5,1075
924,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9995,61,57169,110,1600,3,4,6,1065
925,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,9950,63,57124,110,1600,3,4,6,1065
926,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,63,57000,110,1600,3,4,5,1050
927,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8250,67,57000,110,1600,3,4,5,1050
928,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,9950,63,57000,86,1300,5,4,5,1035
929,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,59,56259,86,1300,3,4,5,1015
930,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA AUT4 2/3-Doors,10950,62,56209,107,1600,3,4,5,1080
931,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,9250,67,56074,86,1300,4,4,5,1000
932,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,63,55942,110,1600,5,4,5,1070
933,TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,9995,57,55844,86,1300,5,4,5,1045
934,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,8750,61,55747,86,1300,3,4,5,1020
935,TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,10950,58,55478,86,1300,5,4,5,1045
936,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA AUT4 4/5-Doors,10350,60,55085,107,1600,5,4,5,1105
937,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,65,55061,110,1600,5,4,5,1070
938,TOYOTA Corolla 1.3 Hatchback 2/3-Doors,8950,65,55000,86,1300,3,4,5,1015
939,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,57,55000,110,1600,5,4,5,1075
940,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,63,54936,110,1600,5,4,5,1075
941,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8950,68,54875,110,1600,5,4,5,1070
942,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8900,67,54847,110,1600,3,4,5,1050
943,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,10250,60,54554,110,1600,3,4,6,1065
944,TOYOTA Corolla 1.6 Linea Terra Sedan 4/5-Doors,9450,61,54125,110,1600,5,4,5,1035
945,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,9250,61,54000,110,1600,3,4,5,1055
946,TOYOTA Corolla 1.6 I lb luna 4/5-Doors,10500,57,54000,110,1600,5,4,5,1075
947,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7350,58,54000,86,1300,5,4,5,1035
948,TOYOTA Corolla 2/3-Doors,10250,57,54000,110,1600,3,4,5,1135
949,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10250,62,53285,110,1600,5,4,5,1075
950,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,11500,65,53053,110,1600,5,4,5,1075
951,TOYOTA Corolla LIFTBACK 1.6-16v Linea Luna 2/3-Doors,8950,68,53000,110,1587,3,4,5,1075
952,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7750,68,53000,86,1300,3,4,5,1015
953,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9500,64,52968,110,1600,3,4,5,1050
954,TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,8450,67,52800,86,1300,3,4,5,1015
955,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,57,52548,110,1600,3,4,5,1050
956,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8400,60,52487,110,1600,4,4,5,1035
957,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9250,66,52383,86,1300,3,4,5,1015
958,TOYOTA Corolla 1.6 linea terra 4/5-Doors,8900,61,52112,110,1600,4,4,5,1035
959,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8750,58,51712,110,1600,3,4,5,1050
960,TOYOTA Corolla 1.6 Linea Luna Aut. 4/5-Doors,10950,58,51421,110,1600,5,4,3,1105
961,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,8950,61,51235,86,1300,4,4,5,1000
962,TOYOTA Corolla 1.3I LINEATERRA 2/3-Doors,8950,65,51000,86,1300,3,4,5,1015
963,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8895,61,50925,110,1600,5,4,5,1070
964,TOYOTA Corolla ,9390,66,50806,86,1300,3,4,5,1480
965,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8750,59,50469,110,1600,5,4,5,1070
966,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9750,61,50173,110,1600,5,4,5,1075
967,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,62,50000,110,1600,5,4,5,1075
968,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,10950,65,49942,110,1600,3,4,6,1065
969,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9900,67,49585,110,1600,5,4,5,1085
970,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9500,62,49258,110,1600,4,4,5,1035
972,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,61,49000,110,1600,3,4,5,1050
973,TOYOTA Corolla 1.6 LL HB 4/5-Doors,9950,63,48738,110,1600,5,4,5,1055
974,TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,10500,62,47750,86,1300,5,4,5,1040
975,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9950,63,47612,86,1300,3,4,5,1015
976,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,10495,68,47500,86,1300,5,4,5,1035
977,TOYOTA Corolla 1.6 Linea Terra Comfort HB 2/3-Doors,9500,66,47237,110,1600,3,4,5,1050
978,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8500,58,47171,86,1300,3,4,5,1015
979,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,10450,60,47060,110,1600,4,4,5,1035
980,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,65,47014,86,1300,3,4,5,1015
981,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,9900,59,46929,86,1300,3,4,5,1025
982,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,8900,63,46000,86,1300,5,4,5,1035
983,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8745,65,45681,110,1600,3,4,5,1050
984,TOYOTA Corolla 1.3 HB Linea Terra 2/3-Doors,8750,65,45549,86,1300,3,4,5,1015
985,TOYOTA Corolla 1.6 GTSi HB 4/5-Doors,10750,57,45000,110,1600,5,4,5,1050
986,TOYOTA Corolla 1.6 GTSi HB 2/3-Doors,9750,57,45000,110,1600,3,4,5,1050
987,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8850,65,45000,110,1600,5,4,5,1075
988,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7950,66,45000,86,1300,5,4,5,1035
989,TOYOTA Corolla 1.6 Linea Terra Sedan 4/5-Doors,9450,63,45000,110,1600,4,4,5,1035
990,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA AUT4 2/3-Doors,9950,61,45000,107,1600,3,4,5,1085
991,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8250,63,44944,110,1600,4,4,5,1035
992,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,9950,61,44597,86,1300,3,4,5,1015
993,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9995,68,44458,86,1300,3,4,5,1015
994,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,59,43818,110,1600,5,4,5,1070
995,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,10495,60,43426,110,1600,5,4,5,1070
996,TOYOTA Corolla 1.6 Lin.Terra Aut. 4/5-Doors,7950,58,43000,110,1600,4,4,3,1114
997,TOYOTA Corolla 1.6 SD TERRA 4/5-Doors,8950,68,43000,110,1600,5,4,5,1035
998,TOYOTA Corolla 1.6 16v Liftback Linea Luna 4/5-Doors,9695,57,43000,110,1600,5,4,5,1075
999,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7750,64,43000,86,1300,3,4,5,1015
1000,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,68,42750,110,1600,3,4,5,1050
1001,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,67,42102,110,1600,5,4,5,1075
1002,TOYOTA Corolla 1.6 LB Linea Terra 4/5-Doors,9950,63,41586,110,1600,5,4,5,1114
1003,TOYOTA Corolla 1.6 4/5-Doors,9900,64,41200,110,1600,5,4,5,1070
1004,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,10950,57,40214,86,1300,3,4,5,1025
1005,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,8950,60,40000,86,1300,4,4,5,1000
1006,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,8950,66,39222,86,1300,3,4,5,1045
1007,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8250,66,39144,110,1600,3,4,5,1050
1008,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10250,62,39000,110,1600,5,4,5,1075
1009,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8750,61,38019,110,1600,5,4,5,1070
1010,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9750,68,37759,110,1600,5,4,5,1070
1011,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,10950,61,37500,110,1600,5,4,5,1085
1012,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,10950,60,37111,110,1600,3,4,5,1050
1013,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9750,62,37000,86,1300,3,4,5,1015
1014,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8900,59,36954,110,1600,3,4,5,1050
1015,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9500,60,36943,110,1600,5,4,5,1070
1016,TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,9950,63,36923,86,1300,5,4,5,1050
1017,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,66,36658,110,1600,3,4,5,1050
1018,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8250,65,36000,86,1300,3,4,5,1015
1019,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,10450,65,36000,110,1600,3,4,6,1065
1020,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,10950,62,35512,110,1600,3,4,6,1065
1021,TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,9250,65,35283,86,1300,3,4,5,1015
1022,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8900,68,35000,110,1600,3,4,5,1050
1023,TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,10900,57,35000,86,1300,5,4,5,1045
1024,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9750,64,34114,110,1600,3,4,5,1050
1025,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,11950,58,34000,110,1600,5,4,5,1075
1026,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,7900,68,33847,86,1300,4,4,5,1000
1027,TOYOTA Corolla 1.6 SDN LINEA TERRA 4/5-Doors,10900,57,33535,110,1600,4,4,5,1035
1028,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,10450,65,33000,110,1600,3,4,5,1050
1029,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,10950,59,32150,110,1600,5,4,5,1085
1030,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9950,65,31588,86,1300,3,4,5,1015
1031,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,10750,60,31480,110,1600,3,4,6,1065
1032,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9900,57,31307,110,1600,5,4,5,1070
1033,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,10750,68,31000,110,1600,4,4,5,1035
1034,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10450,58,30634,110,1600,5,4,5,1075
1035,TOYOTA Corolla 1.3 Linea Terra Comfort 4/5-Doors,9450,68,30300,86,1300,4,4,5,1000
1036,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,10750,60,28500,86,1300,3,4,5,1045
1037,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,60,28500,110,1600,5,4,5,1075
1038,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,10000,57,28000,86,1300,3,4,5,1015
1039,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,10500,68,26698,110,1600,3,4,5,1055
1040,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA AUT4 2/3-Doors,12500,62,26000,107,1600,3,4,5,1085
1041,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,8950,62,25505,86,1300,5,4,5,1035
1042,TOYOTA Corolla 1.6 Luna LB 4/5-Doors,10500,58,25000,110,1600,5,4,5,1075
1043,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9245,66,22835,110,1600,3,4,5,1050
1044,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,59,22705,110,1600,5,4,5,1075
1045,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9500,63,22178,86,1300,3,4,5,1015
1046,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,10900,62,17345,110,1600,3,4,5,1050
1047,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA AUT3 4/5-Doors,10950,67,15535,86,1300,4,4,5,1030
1048,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,9450,66,15110,86,1300,5,4,5,1035
1049,TOYOTA Corolla 2.0 DSL WAGON LINEA TERRA COMM Anders,5900,73,232940,72,2000,5,4,5,1172
1050,TOYOTA Corolla 2.0 DSL WAGON LINEA TERRA Stationwagen,6950,79,218118,72,2000,5,4,5,1150
1051,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,6000,78,217764,72,2000,5,4,5,1135
1052,TOYOTA Corolla 1.6 LB *G3* AIRCO 4/5-Doors,5250,79,207114,110,1600,5,4,5,1114
1053,TOYOTA Corolla 2.0D LINEA TERRA+airco 2/3-Doors,4400,74,203254,72,2000,3,4,5,1135
1054,TOYOTA Corolla 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,6750,77,200732,72,2000,4,4,5,1100
1055,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,8500,69,197501,72,2000,5,4,5,1135
1056,TOYOTA Corolla 2.0 DSL HATCHB LINEA LUNA 2/3-Doors,6150,80,194765,72,2000,3,4,5,1120
1057,TOYOTA Corolla 2.0 DSL WAGON LINEA TERRA Stationwagen,6950,76,191620,72,2000,5,4,5,1150
1058,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,5750,76,183277,72,2000,3,4,5,1115
1059,TOYOTA Corolla 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,8750,78,180378,72,2000,4,4,5,1100
1060,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,6500,70,178800,72,2000,3,4,5,1115
1061,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,5950,73,176177,110,1600,5,4,5,1075
1062,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,6500,78,176000,86,1300,5,4,5,1035
1063,TOYOTA Corolla 2.0 ST WGN LINEA TERRA DSL Stationwagen,10500,77,172980,72,2000,5,4,5,1135
1064,TOYOTA Corolla 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,8500,77,170000,72,2000,4,4,5,1100
1065,TOYOTA Corolla 1.6 HB LINEA TERRA 2/3-Doors,7950,71,164000,110,1600,3,4,5,1050
1066,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,5800,78,161775,86,1300,3,4,5,1015
1067,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6750,80,160000,86,1300,3,4,5,1015
1068,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,6950,78,159968,72,2000,3,4,5,1115
1069,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,5740,74,159908,110,1600,3,4,5,1050
1070,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6550,73,158492,86,1300,3,4,5,1015
1071,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,8950,69,156204,72,2000,3,4,5,1115
1072,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,6750,73,156169,86,1300,5,4,5,1035
1073,TOYOTA Corolla 1.6 3D Terra/Comf. 2/3-Doors,7950,78,155210,110,1600,3,4,5,1050
1074,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,7950,69,155000,72,2000,3,4,5,1115
1075,TOYOTA Corolla 2.0 DSL LIFTB LINEA LUNA 4/5-Doors,7450,76,154900,72,2000,5,4,5,1140
1076,TOYOTA Corolla 2.0 DSL WAGON LINEA TERRA Stationwagen,7750,70,151300,72,2000,5,4,5,1150
1077,TOYOTA Corolla 1.6 16v Linea Terra 4/5-Doors,6450,71,151000,110,1600,5,4,5,1094
1078,TOYOTA Corolla 2.0D Linea Terra 2/3-Doors,7900,75,150000,72,2000,3,4,5,1135
1079,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,6900,69,146304,72,2000,3,4,5,1115
1080,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,5600,75,146197,86,1300,3,4,5,1015
1081,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,5950,77,145996,110,1600,4,4,5,1035
1082,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,6950,80,143560,86,1300,3,4,5,1045
1083,TOYOTA Corolla 2.0 DSL ,7950,71,139145,73,2000,2,4,5,1115
1084,TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,8950,79,138500,86,1300,5,4,5,1050
1085,TOYOTA Corolla 2.0 D Linea Terra Liftback 4/5-Doors,7950,74,137741,90,2000,5,4,5,1135
1086,TOYOTA Corolla 2.0 D Linea Terra Liftback 4/5-Doors,9500,80,137178,90,2000,5,4,5,1135
1087,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,8600,76,134889,72,2000,3,4,5,1115
1088,TOYOTA Corolla 2.0 ST WGN LINEA TERRA DSL Stationwagen,5950,71,134660,72,2000,5,4,5,1135
1089,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7750,73,134539,110,1600,5,4,5,1070
1091,TOYOTA Corolla 2.0 DSL LIFTB LINEA LUNA 4/5-Doors,7950,79,131500,72,2000,5,4,5,1140
1092,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6950,77,131307,110,1600,3,4,5,1050
1093,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7250,74,130025,110,1600,3,4,5,1050
1094,TOYOTA Corolla 1.3 LB LINEA TERRA 4/5-Doors,6500,78,130000,86,1300,5,4,5,1015
1095,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7250,77,128960,110,1600,5,4,5,1070
1096,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9250,80,128351,110,1600,5,4,5,1070
1097,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,8250,73,128006,110,1600,3,4,5,1050
1098,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,7250,71,127159,72,2000,3,4,5,1115
1099,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,5250,72,126478,110,1600,4,4,5,1035
1100,TOYOTA Corolla 1.6 HB Terra 4/5-Doors,7900,77,126000,110,1600,5,4,5,1050
1101,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6900,76,125778,110,1600,3,4,5,1050
1102,TOYOTA Corolla 1.6i-16 SPORTS TC 2/3-Doors,7900,75,125400,110,1600,3,4,5,1050
1103,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,7250,74,124910,72,2000,5,4,5,1135
1104,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,8450,70,124743,110,1600,3,4,5,1050
1105,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,7950,76,124591,110,1600,5,4,5,1075
1106,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7950,74,124057,110,1600,3,4,5,1050
1107,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6450,72,123403,110,1600,3,4,5,1050
1108,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,6650,75,123104,110,1600,5,4,5,1070
1109,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,74,123077,86,1300,3,4,5,1015
1110,TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,7250,80,122820,86,1300,5,4,5,1040
1111,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7450,77,122290,110,1600,3,4,5,1050
1112,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7950,74,121900,110,1600,4,4,5,1035
1113,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7250,77,121545,110,1600,5,4,5,1070
1114,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,8250,71,120474,72,2000,3,4,5,1115
1115,TOYOTA Corolla 2.0 LB LINEA TERRA DSL 4/5-Doors,8950,76,120263,72,2000,5,4,5,1135
1116,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7750,74,120196,110,1600,3,4,5,1050
1117,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8500,71,120000,110,1600,5,4,5,1085
1118,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,7750,78,120000,110,1600,5,4,5,1075
1119,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,5750,73,115877,110,1600,4,4,5,1035
1120,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,6900,76,115345,110,1600,5,4,5,1070
1121,TOYOTA Corolla 1.6 HATCHBACK 2/3-Doors,6500,71,115157,110,1600,3,4,5,1050
1122,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA AUT4 4/5-Doors,6500,78,115000,107,1600,5,4,5,1100
1123,TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,7600,77,114258,86,1300,5,4,5,1050
1124,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,8950,73,112963,72,2000,5,4,5,1135
1125,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7450,74,112307,110,1600,5,4,5,1070
1126,TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,7350,72,112000,86,1300,3,4,5,1015
