_unit_id,policies_violated,review
679455946,"RudeServiceBadFoodSlowServiceOrderProblem","I was so excited for this McDonalds to open, it's about time we get a food place in that location. So you can imagine my disappointment with their terrible service and bad quality food making!! Worst. Worst. Worst. I get they are new. I do, so the first few times I went, I kept my cool, didn't complain, smiled, etc. I like to go mid-morning on my way to work for either just coffee and a Sausage McMuffin with no egg... How complicated of an order can it be??!! Sometimes I will mix it up and get a combo meal, this is usually where they royally screw it up. I'm irritated just thinking about the visits Ive had and how 4 out of 5 visits they screwed something up. To make this brief, here are my major issues. I order Splenda to be added to my drink. I'm in my work clothes, and I don't want to pull over and carefully add it myself and spill on my clothes since they A) they always fill it too high, and B) I don't want to make any more stops! Cheese: hardly ever melted on the Quarter Pounder, or Big Mac and I've tried about 3 or 4 times. Cheese not melted, or the tiniest blob of sauce! I wanted the new habanero ranch, couldn't even taste the sauce except for one bite! Plus it was luke-warm at least twice! The hot & spicy with a tiny splash of mayo? I mean, really! I ordered an iced Caramel Mocha, get to the window, she hands me the latte, it had no caramel on the whip, so I ask, is this the Caramel Mocha? She stares at me blankly and says yes, I say, I'm used to it having caramel on top, she says its a caramel mocha, so off to work I go, I'm already late because they are super SLOW, and sure enough take a sip after I'm gone and it's a regular mocha. Pathetic service!I did write in to corporate after my 8th or 10th attempt to do business there.. And the manager called me and apologized. Told me to come in and get a free combo on him. So not happening. Go in so they can remember me as the Girl who called them out for their shit slow service, always messing up my orders, ξand crap food making? No thanks. I would have rather had some coups sent so I could remain anonymous. Oh well. I just drive a few more blocks down to Rainbow and Blue Diamond location if i have the extra time, they are great! As for this place? Shame on you for STILL not being able to get your shit together! One positive note I will say is there are two very friendly employees there. They work the drive thru taking orders/$$ I wish I had their names! Will I be back? Sadly probably yes, it's very convenient for me on my way to work when I don't have time to go to rainbow location.. But I limit what I get, try to keep it simple and always hope for the best... Maybe someday they will be a great location... As for now? The McDonald's Corporation would be ashamed!!!"
679455947,na,"Not a lot I can say because I seriously visit McDonald's locations for one thing only: the Vanilla Reduced Fat Ice Cream Cone! It is very delicious, just one dollar (range between 99 cents to $1.29, not including sales tax), and just 170 calories! I cannot complain. We went through the Drive-Thru for our first visit and it went smoothly. Short wait with just 3-4 cars ahead of us. Clear speaker, the associate asked us to verify our order on the screen (great!), and there were separate windows for paying and receiving your food. Everyone was very cordial as well. I'll be back!"
679455948,SlowService,We waited for about 10 minutes for our order and when our number was called.... We got cold french fries and cold cheeseburger!
679455949,"RudeServiceOrderProblemBadFood","ok so yes they are new and yes it looks nice inside,but every time i go there my food is always i mean always wrong,and to make it ever worse is when you ask them to fix it and they still get it wrong, Thats pretty bad. And there are a few mangers there that just need to quit or be fired,they are rude ,they interrupt you when your tring to explain what was wrong.How does a sausage egg mcmuffin with no cheese turn into a ham egg and cheese biscut."
679455950,"SlowServiceRudeServiceOrderProblem",Do I have to give them 1 star you all should consider this a negative star.Absolutely the worst fast food service I've ever experienced.Every order I've gotten has been in some way or the other wrong.i check every order but I'm not opening boxes n unwrapping sandwiches.Today I ordered an egg n cheese Mc muffin got em home n they put ham on em.the worst one was couple of months back they had those wings n I ordered them n sat at window for 7 min been in line for 10 then Mgr asks me to pull up to wait in s designated space .I'm just sitting there before I realize I've been there another 10 min and there are no cars in line. I drove over to front door went in an there's the Mgr sitting at a dinning room table eating.i asked her where my food was that I've been waiting for 15 minutes outside.i was so mad I just took my food n left.2 months later stupid me went back for another screw up.Buy the way this Mgr is on duty 90 percent of time I go there.I was a Mgr for 20 years in fast food n sit down I wouldn't hire this lady as a cashier
679455951,na,"Wasn't bad, after the other reviews I was worried. Food was hot, except the hash browns, and the order was right. The Carmel Frappe was really good. Sat in the Kids Place, because the other side was freezing, after wiping the table it wasn't bad. All in all, meh. Not great not awful, typical."
679455952,"RudeServiceFilthySlowServiceOrderProblem","I hate coming here. I think they have new management or something because everyone who was there before isn't. They never get the order right. The drive thru has lines all the way out to the street. The place inside is disgusting. I'm surprised they've managed to keep that 'A' grade. The play place is so filthy, and it smells. I get it, it's where kids play, but shit clean it up. The girl who takes your order inside or at the drive thru has an attitude problem. The one that hands you the food has an attitude problem. Then they get mad when you ask for an extra condiment. As if it came out of their pay check. I can't wait for the other one to open up down the street. I rather make the drive. Get it together."
679455953,"OrderProblemSlowService","Super slow!!! Been here 6x and they never get my order right!!! Will never come back here! I always ordered well done fries and I always get saggy fries that probably been sitting around for more than an hour. ~__~ I went to go to drive thru and the lady told me to wait 10 minutes at front parking lot 18minutes later still nothing so I decided to go drive at the drive thru. The lady told me to go back to the front and wait 10 minutes I told her I've been waiting for 18 minutes. They so slow!!! And probably not even doing their job. I own the business across the street and they always waste my time. Today, I asked for that Oreo mcflurry I think and they said ""Yes"" they have some so it's cool, then when I went to pay, they told me ""I'm sorry we don't have some at the moment and we will refund your money and you can take the rest of your order at the 2nd window"" ~__~ whoever the manager here for sure doesn't know how to manage. I hope mcdonalds pay attention to this location. They need better people inside!!!"
679455954,na,Not a bad Mc Donald's as far as this chain goes. I've visited this location multiple times. The food is hot and service is speedy. The staff is courteous.
679456355,na,"This Mcdonalds is locathttp://media4.ct.yelpcdn.com/static/201012168�_89169237/i/ico/star_big_5.gifed a few blocks from Intel. A block from the Hillsboro airport and in the same parking lot as Costco. Its Hillsboro's newest Mcdonalds, opened in 2002. Service is pretty much the same as any Mcdonalds but a bit better then at other locations in the area. Food quality is pretty much the same as any Mcdonalds but they seem to keep on top of the freshness. I have experienced no problems with ""custom orders"" and they seem happy to do them. Lots of seating. Wide open dining room. Free wi-fi. Dual drive though lanes makes it easy to get though the drive though faster. No play structure though so if you come here so your kids can play you are out of luck.This store has new management, but I have notice no major changes since they took over a few weeks back.The only negative thing I have is they don't wear gloves when making the food. Very unsanitary."
